Palabra	Cantidad Review Pos	Cantidad Review Neg
unpaid	1	3
butterflies	10	1
place	1251	1132
swine	8	6
broached	1	2
swing	45	29
childhood	244	108
ammo	4	8
revenue	2	6
borlenghi	0	10
oversaw	0	4
albania	2	0
katina	7	1
dutchman	0	6
unattractiveness	2	1
array	28	19
hairdressers	1	0
pleaded	0	1
engineer	31	11
rented	100	235
peddler	7	1
given	865	975
ian	75	57
district	27	18
flutter	0	2
bahamas	0	1
returns	170	135
terrifying	105	36
renter	1	4
peddled	0	2
legally	7	17
independant	2	1
giver	2	4
gives	1027	545
seduced	9	21
releases	41	35
cope	51	19
humans	131	187
dic	0	3
alan	219	131
cheerleading	0	3
released	577	396
alas	51	110
seducer	4	0
seduces	15	4
shirley	56	47
operates	17	7
subbed	1	0
specify	3	1
population	58	55
schooler	3	11
nathan	68	14
unfortunately	417	928
oats	0	1
mayron	1	0
serb	1	5
mindful	0	1
aesthetic	25	20
simpleminded	0	3
synthesis	10	1
oath	4	5
searchers	8	2
michell	17	3
rene	15	9
chloe	29	16
reni	0	1
michele	11	3
reno	16	23
scorecard	0	1
ilona	18	2
rent	229	465
sells	31	22
masterminded	2	1
marathon	19	14
phillipa	0	1
corbett	64	4
homerun	2	0
holliman	6	1
ideas	250	340
malta	3	26
phillips	33	35
ideal	77	26
fracture	1	3
nazareth	1	2
daves	3	4
blunt	67	26
curmudgeon	4	1
urge	47	54
hooves	3	1
hoover	24	14
aspen	1	1
impulsively	2	1
betrayal	47	26
clearer	13	7
tarrentino	3	2
rematch	4	1
fcc	0	1
insubordination	2	0
unobservant	2	1
cleared	7	11
probes	3	3
rigeur	1	1
misfire	4	25
adopt	17	15
hungry	38	38
helplessly	2	6
omigod	1	1
soho	2	3
glutton	1	3
timeliness	0	1
soha	22	0
sculpted	1	2
bawling	6	1
convoy	1	2
ito	1	0
workshops	1	1
sweid	7	0
oxymoron	3	2
trespass	1	1
passages	11	13
brubaker	0	1
choreograph	2	1
dundee	13	3
mister	11	31
catfight	0	1
hustles	4	0
landis	3	13
partake	1	7
transfusions	3	0
larue	1	1
hanley	1	0
hoyt	6	1
uncles	10	2
mormon	12	43
processing	4	2
shiksa	0	2
hiller	0	2
ambushed	4	4
hedge	1	6
imperioli	9	0
reveal	117	71
heinlein	9	2
dramas	106	33
obliterate	2	1
embassy	4	10
medusan	0	6
spaniard	5	5
jabba	41	3
discussing	40	28
microphones	0	5
beethoven	6	5
lasky	1	0
imposing	18	6
slashings	1	2
connections	43	27
bulldozers	3	3
turntable	1	2
college	198	297
apologies	15	17
collects	9	5
stepson	2	4
chocked	2	2
cadets	5	3
farmers	13	14
federal	22	16
subsequent	87	34
definite	86	30
keg	0	2
outside	302	294
cassel	24	7
roadie	4	10
hiss	4	5
hurrying	2	1
corridors	12	25
zoot	4	2
densely	1	2
diners	0	3
womenfolk	1	2
bigtime	0	3
indiscriminate	0	4
wanders	21	44
priests	12	24
scantly	1	0
leftists	1	2
berry	17	9
wittily	2	2
groundhog	4	2
duty	61	44
catwoman	9	7
cabal	11	3
key	257	167
pox	1	2
bricks	8	9
armchair	4	0
pot	54	46
pou	3	0
hunched	1	2
pos	0	8
pop	162	154
satisfaction	30	22
poo	11	23
nanette	8	8
atrociously	2	8
jammed	4	8
pok	6	15
iterations	1	1
pod	5	19
poe	38	36
tropes	4	5
impropriety	1	0
teammate	4	1
chomet	6	0
zardoz	1	1
bequeathed	0	2
comparably	1	2
helicopter	35	61
confessions	15	8
psychics	0	6
engine	20	26
radiates	5	5
blessing	15	16
tiger	54	32
eatery	3	0
minister	46	27
eaters	6	15
careful	54	35
irrelevant	24	59
champions	18	2
electrocutes	0	5
undercooked	0	2
advocating	1	3
mount	11	11
premature	6	10
genious	3	0
huntz	1	0
electrocuted	7	10
slippery	6	3
mound	2	3
hunts	8	5
interconnected	3	2
slippers	5	6
bullitt	2	0
numbs	0	3
vest	1	4
coupled	35	31
candies	1	2
caprino	1	0
contrive	0	2
ellison	4	2
discrepancy	2	6
pippi	0	6
couples	47	46
recounted	3	2
hike	0	5
kincaid	0	5
morand	7	0
decisively	2	0
underplays	5	1
erroneously	5	0
breathtakingly	11	6
dithering	3	2
quarreling	1	1
check	331	387
html	7	3
persona	73	53
downloads	0	2
lutz	0	9
ness	11	12
unearths	1	1
stratham	1	2
persons	55	33
decently	6	15
unqualified	3	0
nl	0	1
cartoon	243	294
vowed	4	2
heatseeker	1	0
omelette	1	1
skerrit	2	0
renters	0	4
rance	0	5
pennsylvania	7	2
ranch	34	19
kungfu	1	0
magical	135	56
tolkin	1	0
reward	35	24
nb	4	1
brisbane	4	1
nd	83	62
actress	624	584
cockles	1	0
risking	8	5
kaige	0	2
subtitle	6	11
junta	2	0
satin	4	3
halfway	47	126
socialite	11	4
samba	0	5
rosi	1	0
widest	1	2
tim	159	148
rose	177	66
seems	1595	2021
rosa	9	3
rosy	10	4
dully	0	3
disrupt	4	2
dulls	0	1
seema	3	1
ross	50	32
riker	14	2
kills	202	327
sandman	1	5
confines	25	15
inflation	7	4
valco	4	6
confined	29	17
accepted	76	67
appetit	0	1
furniture	26	30
gorier	1	5
falkland	1	1
snore	6	16
kennedy	76	31
exquisitely	20	2
reduces	4	8
bracelet	9	1
robson	7	6
apaches	1	1
sanity	24	20
snort	3	3
substandard	1	13
reduced	47	71
wisecracker	1	1
burdens	2	2
joking	12	34
fanaa	1	0
yellows	5	0
overheated	4	0
thomason	0	1
shortcoming	4	4
hurst	2	7
garnett	2	0
yearns	11	3
epiphanies	2	0
unbelief	3	1
divvy	0	1
dudley	44	20
resonate	10	6
romola	4	0
romolo	1	1
czarist	4	0
attests	1	2
nails	39	31
kleenex	10	4
journeyman	1	2
trivialize	2	0
jeez	3	17
trickle	2	1
warts	9	6
cornucopia	0	3
jeep	3	28
choirs	1	2
shrimp	5	2
informing	7	4
creepers	6	5
buddhists	1	0
stand	435	377
stank	2	8
lantern	2	3
annoyances	4	2
ladies	166	125
polka	2	1
gard	1	1
garb	7	6
garc	6	1
dishevelled	1	0
augustus	6	0
accounts	28	29
gary	149	121
yar	1	0
garr	5	1
theoretically	3	11
buds	6	4
cowards	4	5
boatloads	1	0
stickler	0	1
rescore	4	0
budd	2	1
dislocated	1	0
serrador	0	2
yah	0	3
forbade	1	2
marketeers	2	0
unmask	4	0
kittens	4	8
shamelessly	12	23
regard	86	80
fawlty	6	4
amongst	79	81
stalag	5	0
slushy	1	2
vipco	0	3
promote	27	44
pygmies	2	6
matronly	1	1
sanitorium	3	0
valve	2	1
ufos	2	4
hallows	1	0
enright	2	0
nightlife	2	3
djinn	5	0
ineffectually	1	1
ennui	5	5
ojibway	5	0
ruffian	1	0
diverges	3	2
bleakly	0	1
aced	1	0
kimble	3	5
smokescreen	1	1
aces	1	3
encompass	1	4
bishop	14	24
heather	6	34
discerned	2	0
compel	4	5
gundams	11	0
narrowing	1	1
heathen	1	2
starkly	8	3
babylon	5	11
sully	0	2
brash	22	7
briefly	70	64
carasso	2	0
winking	2	5
conspiracies	4	16
collaborative	3	1
silky	1	0
garishly	0	2
lieving	0	1
concoctions	1	0
neanderthal	3	1
loyd	0	2
recognise	15	15
brass	18	7
vigoda	0	2
cambell	5	1
thematic	19	8
countdown	2	11
unmitigated	2	7
rutger	0	10
barcelona	3	9
disagreeing	3	1
internalized	3	3
philosophize	1	1
mumtaz	4	0
apparel	0	1
potente	8	5
transports	9	0
neighbors	57	32
swirls	3	2
diss	1	0
sicilian	5	4
quizzical	1	0
chinese	206	131
ali	9	31
alf	2	0
ale	1	1
blethyn	8	8
eschewed	3	1
ala	21	24
ladders	1	3
spacecraft	6	9
disc	75	43
aly	0	1
dish	19	20
alt	0	10
disk	8	15
als	3	0
jerome	16	2
hmmm	16	33
ewers	4	0
wanton	2	4
schiff	1	3
homage	61	72
emraan	0	10
hetero	4	2
thursday	8	4
pelham	2	0
wodehouse	25	2
activities	49	34
unsatisfying	17	37
dutchess	1	0
combustible	1	0
educative	0	1
facetious	1	1
awful	168	1523
archaic	9	6
litel	1	1
sentimental	100	45
soderberg	2	1
lillie	6	0
yasmin	11	0
bubba	19	5
blankly	1	2
programme	29	14
vaudevillians	2	0
louvre	3	2
reins	4	3
robyn	1	1
bopper	3	3
heaton	23	0
extremities	6	4
ebsen	2	3
tastic	0	5
fusing	2	0
magnolia	13	16
ticks	5	3
crust	6	8
jeniffer	1	1
overload	7	5
crush	56	46
faltered	0	1
instilling	2	0
cheesed	1	3
wham	7	5
racing	33	32
multitude	13	8
halley	1	2
condensed	12	8
tags	4	6
nene	1	0
hungover	0	3
raked	0	1
behaviour	36	39
berkeley	44	13
wachs	0	1
rakes	0	3
norden	0	1
personable	8	4
flubs	1	1
hickock	30	1
identifiable	11	3
adulterer	1	1
extremes	19	13
outposts	2	1
schtick	7	22
myra	6	36
bodes	3	0
imaging	2	5
garp	2	1
rks	2	2
crackling	7	4
goldwyn	10	4
yokai	60	0
semester	6	8
karnstein	0	1
bressart	12	0
potboilers	2	4
examiner	4	2
blander	0	3
proceed	16	27
warship	0	3
mulholland	13	2
faint	25	18
flowered	2	1
irritate	3	12
tought	0	4
toughs	0	4
minot	5	1
schwartzman	0	17
unthinkable	9	7
minor	244	155
seeps	1	5
underprivileged	1	1
knows	490	406
melon	0	2
basically	334	570
glam	10	2
known	619	455
mellow	8	3
trinians	0	1
chaplain	2	3
saharan	2	0
wrestled	2	1
parable	14	9
edel	5	6
eden	9	13
sleeveless	2	2
ooooohhhh	0	2
libbing	2	1
levar	1	0
irritations	2	0
wrestler	13	33
v	136	132
unfairness	1	0
teague	0	2
atrocious	16	179
pons	1	5
mucking	1	1
pond	24	14
maroney	1	2
swung	1	5
meandered	0	2
trejo	12	1
influenced	72	34
hobbits	13	3
broadly	8	10
bandini	2	2
satanist	1	5
goad	1	1
chace	1	4
koen	0	6
johannesburg	1	2
oyl	3	2
titillation	2	14
influences	31	10
bawdy	10	3
explains	94	99
goat	15	33
acknowledging	1	4
barnum	0	2
expedient	1	4
ballsy	3	0
langley	2	5
catalog	17	10
unsurprising	1	3
softball	2	2
sloppy	28	86
merman	1	3
profited	0	3
redgrave	28	16
chiefly	5	6
rationalize	6	3
prefers	18	19
artful	19	11
stasi	0	5
assailant	4	8
shade	11	14
cruelties	3	0
carmelo	1	0
pronunciations	0	1
outrages	0	4
essence	101	37
doorknob	0	5
carmela	7	0
outraged	9	12
macmurray	29	14
reconnect	3	2
underplayed	6	2
inquiries	2	0
developer	2	4
outperforms	0	2
disagreed	4	3
style	899	690
prat	0	1
pray	19	40
fairbanks	47	9
lipped	2	5
abbey	23	1
resort	37	52
scot	6	6
disagrees	3	2
stephen	167	159
limerick	2	0
thoroughbred	1	0
sucking	10	33
yvan	4	1
eulogy	5	4
videotaped	3	6
woulda	5	7
imitators	5	4
amercan	1	0
casio	0	8
communities	18	9
videotapes	4	3
gannon	45	2
overused	6	21
characterizes	4	1
sugiyama	13	0
ryker	8	0
debacle	7	22
friendship	234	48
brannigan	2	2
characterized	14	9
roebuck	5	0
nicotine	1	3
unravelling	0	1
colder	3	0
gifford	3	2
kingpins	1	0
duchess	23	2
yoshida	0	5
expect	580	591
organised	4	7
stelvio	0	2
reverent	1	0
gangland	5	2
cadavers	1	4
prolly	0	5
wondered	66	59
poachers	0	2
convicting	1	1
clandestine	6	3
regehr	0	3
induces	3	4
adhere	2	2
reverend	10	18
shipment	3	8
induced	15	20
monotone	6	23
hepburn	27	45
tractors	1	0
cookie	29	39
monotony	7	5
fuller	77	6
loused	1	1
bushes	6	8
stampede	4	4
cheeni	0	4
consequence	23	27
bushel	3	0
ding	4	7
dine	8	2
dina	0	2
feel	1592	1345
franciscus	1	5
diller	2	3
otakus	0	4
bhai	0	6
dini	2	3
feet	109	126
sympathy	84	115
sailor	42	11
dint	3	4
notify	2	1
colombia	5	5
soapy	6	7
says	524	581
soaps	10	10
grimm	11	2
inexcusable	3	15
grime	2	1
hangs	26	39
zealot	1	5
steals	146	66
undies	3	4
grimy	13	4
photographing	6	5
recovered	11	16
disqualification	4	3
mikael	2	1
frollo	0	8
pump	5	12
befalls	4	2
uncommonly	5	3
hotel	223	172
adonis	0	1
blondie	2	6
optical	9	1
megalomania	3	0
lavishing	1	1
nagging	6	9
zachary	1	1
goddard	4	4
outrageous	65	59
harman	3	1
harping	0	5
architect	10	26
risks	20	12
insulted	6	25
outdoors	11	10
aime	28	10
inventiveness	12	4
restful	1	1
risky	19	8
liabilities	2	0
lenya	0	1
suspicious	43	45
kline	62	11
noelle	0	3
bookworm	3	4
maiming	1	2
engulf	7	1
cognizant	1	1
girardot	7	1
bowden	0	9
nights	59	63
nighty	0	1
bjm	21	0
imitations	9	8
moist	2	4
gorshin	11	1
maysles	9	3
finding	223	134
donor	1	10
contractual	4	6
hutchison	2	1
awakens	22	9
instigator	1	1
coterie	1	1
intervened	2	2
eruption	2	2
screenings	13	4
cigarette	22	31
zacar	0	1
moles	1	2
nothing	1296	2973
gruner	0	17
prestige	4	8
transcending	2	0
intervenes	11	3
deans	0	1
saloon	33	17
notch	155	41
vinnie	8	21
juliano	0	2
mimes	9	1
journeys	15	3
rtl	0	3
juliana	5	0
crenna	13	23
cds	6	6
dornwinkle	0	5
dilation	3	0
inebriated	3	2
stubble	0	1
gilded	2	2
delinquent	5	5
stairs	28	41
inflection	2	4
grotesque	38	39
rublev	2	1
unsuited	2	3
moses	3	22
shepherd	24	39
publicity	27	39
deader	0	1
spurious	1	4
compiled	4	7
lehmann	1	1
alicia	47	32
frumpy	4	3
fastest	9	2
proust	9	0
mcdowall	4	6
continuum	5	3
stapleton	10	6
retaliates	1	2
timeless	98	19
amounting	3	1
investigate	51	60
submariners	0	4
antihero	4	6
heaping	4	5
metty	1	0
wheeling	1	5
repulsed	5	8
carrillo	2	2
outlandishly	0	2
suckling	2	0
stefania	5	0
choreographer	22	12
achieved	96	43
romanced	1	3
esmeralda	0	3
fetishistic	4	5
kylie	7	5
achieves	38	16
angelina	23	25
detractor	1	2
declined	10	8
annihilation	1	1
mechanically	1	4
degrading	5	22
playmates	4	1
downturn	1	2
numerous	140	130
latin	49	45
creating	168	115
outfit	37	62
poetical	2	5
franchise	57	94
prelude	10	1
relying	28	19
annis	6	1
prescription	0	2
hesitant	13	9
attainment	0	1
distinctively	4	4
imparts	2	1
interrogate	3	2
roman	68	39
annie	41	76
annik	0	7
rollers	3	2
blissfully	3	5
volkoff	0	3
cynic	9	12
madhuri	3	6
tenney	0	3
panahi	41	0
regretfully	3	4
ravi	0	5
crisps	1	0
rouses	1	1
rave	18	64
asda	1	0
trce	5	0
crispy	1	0
goats	4	1
simpler	23	14
decline	23	37
bertrand	5	1
nader	4	0
political	364	244
manhunt	6	2
skyward	1	3
chummy	2	2
tangents	3	3
referee	8	6
yossi	8	1
kilograms	1	0
orchestral	22	9
firefighters	20	2
transferring	5	6
unidentified	4	4
dourif	5	19
brokers	1	0
opposites	14	2
rocking	14	7
annakin	4	6
unflattering	6	6
plants	11	23
georgia	27	27
conception	18	16
georgie	1	6
georgio	5	0
evaluated	3	1
mythologies	2	1
barricade	2	9
misfiring	2	1
balrog	3	2
disappointing	90	307
awakening	29	24
frantic	31	20
goonies	3	5
alliances	6	3
dollops	3	0
livin	3	3
whitehead	1	2
santos	16	0
mawkish	5	12
stimulates	5	1
sharpening	1	0
assuaged	1	0
stimulated	5	2
kimono	2	2
firearms	1	7
viola	5	4
peoples	64	35
esteemed	6	7
advise	28	61
literature	55	34
painless	2	1
huston	20	45
flows	30	14
holidays	15	17
abounded	0	1
flown	8	6
doers	5	3
humanoids	1	2
bartlett	4	1
barfing	0	3
automaton	0	1
parveen	1	0
navigation	1	1
cheek	63	50
chickens	4	9
braille	0	2
cheep	0	3
cheer	42	22
vulnerabilities	3	0
doggies	0	2
stating	24	27
throwaway	13	19
pollen	0	1
scrupulous	2	1
savour	4	3
canted	2	3
polley	1	0
lexus	0	1
constrictor	0	5
profitable	4	5
tables	20	17
shelled	0	4
tablet	1	1
observant	13	1
workers	109	56
contractor	8	8
governmental	2	4
ordinariness	3	1
interconnection	2	1
associations	4	5
freefall	0	4
customers	26	19
vendor	4	4
complains	21	10
awakes	5	4
bayonne	2	1
teahouse	0	1
spires	2	0
fernanda	2	0
wasim	0	1
moods	16	9
awaken	9	6
moody	70	28
plundering	2	1
gruesomeness	1	2
rotate	0	3
shaped	36	27
commanders	2	1
avatars	1	0
shapes	18	11
distrust	8	5
entice	9	7
starry	5	1
condoning	2	1
unendurable	1	7
essential	114	46
hallmark	19	26
bohlen	0	7
hypochondriac	9	2
incriminate	1	1
wonderland	43	15
sprightly	6	2
alphonse	6	0
narasimha	5	1
chaplinesque	1	1
jimmie	4	6
heinz	4	2
roth	40	55
neagle	2	4
simmers	1	0
seller	17	11
adoptive	7	1
innovation	15	9
porridge	0	2
magick	4	1
kieth	2	1
roto	3	0
sartre	3	4
weir	26	2
aloft	1	0
gracelessly	0	1
orla	7	0
raider	2	21
telegraphed	4	23
marshmallow	0	1
dormant	6	2
qing	1	0
undertow	1	3
housekeeping	3	1
firing	37	33
surfers	21	12
frightful	2	3
waldau	7	1
dialog	271	497
purists	15	7
fantasia	5	0
wanna	44	113
gamma	0	3
tomboy	10	6
lager	4	0
ringmaster	3	10
blouses	3	2
plethora	7	15
beaton	1	14
mommy	5	19
drifter	27	6
momma	3	8
drifted	4	5
gouge	0	8
featureless	2	1
lexx	1	0
gough	10	4
chauncey	1	0
prettier	8	7
analyze	23	15
sections	24	18
files	43	36
forlornly	0	1
plunge	4	6
filet	1	0
ctv	2	1
trainees	1	4
glamour	17	10
cloth	31	6
usurp	1	0
filed	1	7
junior	45	46
raising	50	44
penguin	11	27
tempered	22	8
nuremberg	0	8
dashiel	1	0
consist	12	40
characteristic	25	20
barring	5	4
sturges	7	9
highlight	107	92
strands	10	13
purcell	0	3
tisserand	3	2
smeared	2	9
individuality	12	4
freak	37	80
millar	6	4
vaguest	1	1
bankable	5	5
rediculous	2	3
kathryn	41	27
siobhan	7	1
fatso	2	0
undertones	20	11
manfully	1	1
graham	36	50
effervescence	2	0
rainy	25	31
nostradamus	0	2
evils	6	9
endurance	9	13
democratically	6	0
parlor	3	11
rainn	3	9
ferment	0	1
unjustifiable	0	1
mock	16	34
undertakers	0	2
missie	1	3
muddled	14	62
garber	6	3
generates	12	11
vehement	2	0
backbone	11	16
problems	460	423
helping	110	66
generated	40	45
garbed	2	0
schmo	1	2
vigil	3	0
peepers	9	0
rightful	13	3
remix	2	3
gabe	25	0
vice	52	39
vick	6	1
jorgen	4	0
attaining	1	3
demonstrates	42	28
beers	13	31
intentional	18	38
konvitz	7	0
wrestle	3	8
hooks	18	10
alleyways	1	1
resistance	23	26
eyesore	1	2
eds	0	3
epitomized	8	2
grinding	3	15
edy	0	2
worrisome	0	1
simon	183	88
stoppers	0	1
dramatically	22	33
heartaches	1	0
breathing	31	27
seized	4	6
bibles	2	3
egotistic	2	1
lanza	31	8
spool	1	0
ja	4	2
seizes	6	2
yosemite	1	1
aghast	5	7
spook	11	3
spoof	67	103
roaches	2	0
posture	5	3
burwell	5	0
frisson	2	2
gullible	9	15
tenderness	26	4
compositing	2	1
settlers	6	0
shaquille	0	7
pleas	10	5
someday	43	25
smaller	65	40
abominably	1	2
goodies	8	13
lightest	2	0
traveling	64	37
plead	7	8
abominable	7	24
districts	2	2
concisely	1	1
capital	55	34
lenzi	2	1
ginny	1	3
underwood	10	3
bozos	1	3
batty	9	5
vegetarianism	0	2
miser	6	1
melodramas	16	4
unenviable	2	1
incriminating	6	6
calvin	11	18
herrmann	6	1
headless	7	3
lookalikes	1	0
rufus	8	9
definitively	6	3
armpit	3	4
harrington	8	2
snobby	7	10
freemasons	0	4
ensign	3	3
deciphered	2	0
columnists	2	1
wil	2	1
delany	4	0
hahahahaha	1	2
polnareff	0	1
hippie	35	49
consumption	11	14
amazons	0	2
overman	0	4
bottomless	2	4
possession	26	27
jailbird	3	1
rarest	1	1
blythe	5	1
steadfastly	3	2
recount	1	1
posturing	7	11
shostakovich	1	0
detects	1	3
dougherty	1	0
henie	0	1
duster	0	2
chappy	0	1
blotto	1	1
diehl	0	5
strategically	5	2
dusted	0	3
anywhere	120	178
dropped	56	75
bittersweet	40	6
confidante	4	2
patrol	10	7
patron	11	9
tootsie	3	2
counterfeiter	0	1
bloodiest	3	0
odette	2	1
enrique	4	0
counterfeit	2	2
sis	3	5
sir	127	57
manish	0	1
sip	1	1
siv	6	0
siu	19	2
sit	259	439
tamper	1	2
invulnerability	1	3
embarrassingly	6	46
parlour	2	4
briar	1	1
unquestionable	3	4
traders	9	3
brian	229	123
unquestionably	15	8
sig	4	0
bark	3	2
sid	54	27
slamming	3	4
instead	705	1396
mccoy	70	5
sin	88	69
sim	7	6
beige	1	4
blustery	5	0
mystifying	5	2
maternal	2	2
immersed	23	10
impulsive	9	1
abuse	90	99
disproved	1	1
adheres	4	1
immerses	4	0
knightley	45	21
light	590	381
ludivine	4	0
improvised	17	19
necklace	11	3
preparing	38	25
sarne	0	37
tunnelvision	3	0
rusted	1	3
stamped	4	7
coolly	7	2
tropics	1	0
damsel	31	10
contending	2	2
pulses	1	0
quake	2	1
jimenez	3	1
badges	1	0
badger	1	4
grafitti	2	0
goading	1	0
restrain	7	2
yesterdays	2	0
caroll	1	0
redhead	6	11
edging	2	1
carole	16	18
originator	1	0
freeman	101	86
paramour	8	3
wolfgang	7	2
material	321	426
oranges	4	2
invitations	3	1
snoopy	1	1
flea	27	7
snoops	1	1
fled	13	8
decapitate	0	4
gassed	0	4
worlds	102	41
suraj	5	0
ratatouille	1	0
feast	29	30
bille	4	3
secures	2	0
billy	212	163
fuzz	5	4
rockets	16	23
paddling	2	0
biehn	0	16
tabby	1	0
jogging	3	2
tepid	9	23
indulges	5	8
tipper	3	0
related	96	106
skank	2	3
interplay	30	9
stewardesses	1	10
relates	24	12
proclaim	6	7
indulged	6	3
frontier	45	12
kusama	6	0
unencumbered	1	0
whoopee	1	4
whooped	0	1
woodhouse	9	3
behaviours	0	1
barbarella	0	6
autopilot	0	9
supports	22	14
moxy	0	5
pruitt	0	1
ipod	3	3
maintains	39	9
unforgiven	4	2
pendant	6	0
philip	127	35
repairing	1	2
weaves	27	4
heartbreaking	65	8
rustling	1	0
lta	7	0
jansen	10	6
homelessness	3	4
astutely	8	2
tacked	15	26
plainly	10	11
scattershot	1	2
echo	18	20
engenders	4	0
intuitively	5	1
overdrawn	0	5
choose	108	111
segals	0	1
imperial	22	6
unger	13	4
witchblade	4	0
bois	1	1
laughingly	1	3
publication	6	5
unwashed	2	9
renovation	4	2
chagrin	13	6
predating	2	0
siam	0	8
badness	6	36
boil	9	11
shell	27	35
jule	5	0
wendell	1	3
shelf	24	75
juli	4	0
splinters	0	3
musings	5	4
genuineness	3	1
reflecting	17	8
baptized	2	3
feldshuh	0	4
july	37	14
reverses	3	5
lecarr	4	0
congenital	0	2
mostel	35	4
isolation	44	14
rarity	23	6
fuehrer	0	3
squealing	2	5
devi	3	1
crucify	0	1
outwardly	8	2
skinners	1	0
faun	1	0
blip	2	4
alerted	2	4
imdb	255	434
zhivago	5	3
faux	15	34
academically	0	1
alucarda	1	0
catholic	62	88
angle	102	83
rearranged	2	1
russians	10	29
hankies	5	0
anglo	8	6
nekromantik	9	4
dilemmas	9	4
branched	2	0
swelling	8	6
pharmacist	2	4
undoubtably	3	0
clash	39	21
knees	23	19
petrol	6	4
screamingly	2	4
pronouncement	1	1
necroborgs	6	0
cracking	52	27
thunderhead	0	1
emancipation	2	3
alarmed	4	3
class	481	409
lamer	1	12
insidiously	2	2
shakesperean	1	0
neighboring	6	5
caetano	2	0
mishaps	14	10
exhorting	2	0
neatness	5	0
schepisi	11	2
vernacular	9	0
yum	8	6
braselle	4	0
fowler	1	2
rejections	1	0
ritt	2	0
bulging	3	11
chances	72	60
sceptical	16	2
stove	3	1
wince	5	8
micahel	1	1
darkest	21	11
chanced	4	0
wuhl	10	0
avuncular	3	1
durant	0	2
naturalistic	20	5
mumbai	14	7
combs	22	28
gouging	1	3
hyperspace	0	2
eat	104	170
surroundings	31	17
politicized	0	1
lemme	0	2
bogged	7	6
combo	13	14
derry	1	1
piano	77	47
watching	1901	2585
midnight	122	56
awww	1	1
leper	0	1
checkpoints	5	2
bronco	0	2
chips	8	6
binds	5	1
embezzlement	5	0
stitching	2	1
genova	0	7
belts	8	9
deceives	1	3
deceiver	0	2
lense	1	0
affluent	21	4
ripley	2	28
rita	62	18
queries	2	2
infesting	2	1
deceived	7	7
lohman	8	1
inventive	71	26
outruns	0	2
conklin	2	3
acquired	34	20
eubanks	1	0
artsy	18	54
edmunds	1	0
seitz	1	1
arses	3	0
acquires	2	4
televised	15	7
muska	11	0
whitmore	4	0
frustrates	1	2
timbo	0	5
rendition	60	30
frustrated	66	58
frears	0	2
publishers	4	2
masochistic	7	16
exam	5	8
amen	2	5
asuka	0	3
rescuers	2	3
agencies	4	4
duane	2	4
deterministic	0	1
ames	1	2
mcdowell	4	34
withstanding	4	4
succesful	1	0
catharine	2	0
swann	3	0
epidemics	2	1
diehard	1	1
unfocused	7	15
constantine	3	5
wald	0	1
saurabh	1	0
cutscenes	1	1
appetizers	1	2
wall	192	170
arriv	2	0
walk	185	323
walt	45	18
interface	3	7
sequences	380	344
incidentals	1	0
trays	4	0
matilda	2	1
hindu	13	6
bogarde	7	0
charts	12	9
hinds	5	10
hindi	28	31
grazia	0	1
agonisingly	0	2
bewildering	3	8
counterculture	1	3
cheyenne	4	10
mike	121	159
beatrice	10	9
nickel	3	2
miko	6	1
linearity	4	0
interrupts	9	4
wilding	3	0
nicked	3	1
injustices	8	3
miki	6	1
gladiatorial	2	0
overture	1	0
ewan	13	19
underutilized	1	2
alyn	1	4
improved	51	64
overturn	1	0
present	382	228
inconspicuous	0	3
abandoned	87	99
unlike	390	195
overuse	5	15
tribeca	9	4
loosest	0	6
bolero	2	3
rename	0	4
malle	7	4
offending	4	7
apprehend	3	1
refs	1	0
disapprove	0	3
encouragement	5	1
bookies	0	1
bystanders	1	8
audiences	266	196
terrorised	1	3
stands	252	145
kissed	7	11
gulzar	2	0
cini	3	2
cine	4	3
unite	7	8
besting	1	0
unity	14	5
ince	3	1
units	10	5
samson	9	3
gets	1483	1703
tomatoes	15	72
scamp	2	0
cellphones	2	0
raisers	0	2
coached	2	5
naseeruddin	2	2
superlatively	2	1
outcast	22	6
manhunter	3	0
headliner	2	1
coaches	6	1
student	173	217
pedal	0	3
whale	32	84
collar	32	15
antsy	1	1
gutter	13	12
masochist	3	10
plowed	1	0
realises	27	19
ingredients	60	47
banded	3	0
gutted	7	6
spectator	13	12
twirl	2	2
firstly	32	58
momo	7	0
realised	34	39
carrie	87	29
lushness	4	1
obtain	45	19
preacherman	4	1
batteries	3	5
recollection	8	6
casper	41	20
liotta	24	21
tautou	12	12
biologist	1	3
lettuce	2	3
toilets	4	10
console	4	5
smita	9	0
golgo	0	1
rabidly	2	0
smith	345	147
etre	3	4
attractive	162	188
mischa	12	1
sparking	3	1
earnestly	7	2
uncompromisingly	4	0
haneke	2	7
loan	17	4
stumps	0	1
putative	2	1
masquerade	0	4
darlene	19	4
adolph	9	3
hatched	2	3
unblemished	1	0
leon	51	30
rajasthan	0	3
doughnut	2	2
subotsky	1	0
racists	1	1
orbiting	2	3
miami	28	34
realist	26	5
tennyson	0	2
incendiary	3	1
corners	12	15
yoakum	4	0
barty	5	1
micawber	0	5
tuskan	0	3
tumble	9	3
scared	157	142
socialists	3	3
demeanor	31	12
export	2	7
twirling	2	4
scarey	0	1
racking	5	2
ablaze	1	2
scares	74	114
iyer	3	0
gables	4	2
indefinite	0	1
guffawing	1	3
blubbering	2	2
sucky	1	4
